,date,dx,dy,distance,x,y,lon,lat
195,2021-10-03,2146,2476,19060.299583577507,-1532988.9424783103,1649199.7025752815,-42.90853741946631,-69.64429054472919
196,2021-10-02,-1748,7262,17695.673716396548,-1534736.9424783103,1656461.7025752815,-42.81557455429383,-69.5847892949151
197,2021-10-01,-2872,4138,22780.42777194366,-1537608.9424783103,1660599.7025752815,-42.79771067807121,-69.5392147457638
198,2021-09-30,-2301,-6397,27602.697149556272,-1539909.9424783103,1654202.7025752815,-42.950698421096995,-69.5677476981791
199,2021-09-29,-8318,-2648,26043.267380746784,-1548227.9424783103,1651554.7025752815,-43.15045850680633,-69.53354223036543
200,2021-09-28,-3697,1937,32001.706811102405,-1551924.9424783103,1653491.7025752815,-43.185134425483426,-69.49751807257138
201,2021-09-27,1682,-6009,29213.811162713362,-1550242.9424783103,1647482.7025752815,-43.258227219196705,-69.54805979613127
202,2021-09-26,-7824,-4106,29035.198778964073,-1558066.9424783103,1643376.7025752815,-43.473584634729725,-69.52624324630065
203,2021-09-25,-5775,223,20719.915336420065,-1563841.9424783103,1643599.7025752815,-43.57554961354707,-69.48842082630914
204,2021-09-24,7121,-1269,14989.667199892296,-1556720.9424783103,1642330.7025752815,-43.46707460158592,-69.54164242627974
205,2021-09-23,10225,4379,22016.514901612765,-1546495.9424783103,1646709.7025752815,-43.202451650653906,-69.57665811329886
206,2021-09-22,445,9353,30270.284628506328,-1546050.9424783103,1656062.7025752815,-43.032321135217344,-69.5170494031282
207,2021-09-21,-3024,3223,32396.28752104054,-1549074.9424783103,1659285.7025752815,-43.032599785125605,-69.47666032139139
208,2021-09-20,1126,-2751,34387.149191847275,-1547948.9424783103,1656534.7025752815,-43.05924234513313,-69.50205767515202
209,2021-09-19,4332,-6896,34093.21737776014,-1543616.9424783103,1649638.7025752815,-43.098376887848524,-69.57512399768969
210,2021-09-18,5718,-9821,27980.711037074125,-1537898.9424783103,1639817.7025752815,-43.16298481772555,-69.67632949510222
211,2021-09-17,7950,-18370,21638.663119407745,-1529948.9424783103,1621447.7025752815,-43.33692137490332,-69.84831758263068
212,2021-09-16,10884,-16048,25288.043883397793,-1519064.9424783103,1605399.7025752815,-43.417213964389745,-70.02311038660397
213,2021-09-15,12293,-5510,24829.643934210522,-1506771.9424783103,1599889.7025752815,-43.28315460025193,-70.13674245445931
214,2021-09-14,7131,-3894,22001.538388339155,-1499640.9424783103,1595995.7025752815,-43.21718764738203,-70.20724124920297
215,2021-09-13,2839,-1682,23487.11551134155,-1496801.9424783103,1594313.7025752815,-43.19315717363421,-70.2361753698938
216,2021-09-12,1090,4904,24731.966873183574,-1495711.9424783103,1599217.7025752815,-43.08453362506733,-70.21031306575514
217,2021-09-11,2141,4142,28566.819119856176,-1493570.9424783103,1603359.7025752815,-42.96966735560881,-70.1960079643305
218,2021-09-10,4133,2371,32934.6259440242,-1489437.9424783103,1605730.7025752815,-42.848275046058916,-70.20584232341996
219,2021-09-09,1567,1108,37578.90983527659,-1487870.9424783103,1606838.7025752815,-42.79850242864189,-70.20814722301007
220,2021-09-08,-1790,3825,39485.76398038859,-1489660.9424783103,1610663.7025752815,-42.76493392614954,-70.17142021604835
