,date,dx,dy,distance,x,y,lon,lat
43,2022-03-03,-3100,-7687,107618.04870791663,-1498528.1165047155,1678289.9411487312,-41.76134360414091,-69.6598600601362
44,2022-03-02,6002,-4376,39727.75672107694,-1492526.1165047155,1673913.9411487312,-41.721425016715905,-69.7261975800888
45,2022-03-01,5665,3102,96547.46006721983,-1486861.1165047155,1677015.9411487312,-41.56055574678118,-69.73940716992611
46,2022-02-28,274,5941,45215.674440034054,-1486587.1165047155,1682956.9411487312,-41.454758362860744,-69.70042162702762
47,2022-02-27,1831,5778,50020.61056295723,-1484756.1165047155,1688734.9411487312,-41.322324323977654,-69.67187761351195
48,2022-02-26,1936,3397,54416.215238854435,-1482820.1165047155,1692131.9411487312,-41.22817769715547,-69.6602207352714
49,2022-02-25,2722,2720,56242.45390846302,-1480098.1165047155,1694851.9411487312,-41.13040399603988,-69.65789090424656
50,2022-02-24,5538,1012,57312.99709881368,-1474560.1165047155,1695863.9411487312,-41.00708256911775,-69.68416046588356
51,2022-02-23,6145,-563,55963.9927799191,-1468415.1165047155,1695300.9411487312,-40.898057014891904,-69.72484086326772
52,2022-02-22,8365,-7123,53479.03504389724,-1460050.1165047155,1688177.9411487312,-40.8554603226731,-69.82404655418094
53,2022-02-21,9424,-4840,44802.21826937245,-1450626.1165047155,1683337.9411487312,-40.75330791494237,-69.91375552032846
54,2022-02-20,2308,-3302,70540.12344171797,-1448318.1165047155,1680035.9411487312,-40.76382570420765,-69.95035879548686
55,2022-02-19,2638,-5478,66816.2222034273,-1445680.1165047155,1674557.9411487312,-40.804714644082466,-70.00397223664939
56,2022-02-18,7520,-4689,93505.65057059035,-1438160.1165047155,1669868.9411487312,-40.7363900105389,-70.08123826988138
57,2022-02-17,7294,166,52915.550092469886,-1430866.1165047155,1670034.9411487312,-40.58957623510315,-70.12348288830198
58,2022-02-16,3134,2549,91747.4214542364,-1427732.1165047155,1672583.9411487312,-40.484358029481335,-70.12439314791104
59,2022-02-15,6802,-5704,95060.07185673743,-1420930.1165047155,1666879.9411487312,-40.44589920330343,-70.20431132013658
60,2022-02-14,9203,-2541,89164.31348601656,-1411727.1165047155,1664338.9411487312,-40.30530695969136,-70.27640125783617
61,2022-02-13,12739,1360,84193.05517955462,-1398988.1165047155,1665698.9411487312,-40.02624585197736,-70.34191171301423
62,2022-02-12,12083,6404,83578.64916043705,-1386905.1165047155,1672102.9411487312,-39.67358984826901,-70.36770399266828
63,2022-02-11,4853,2288,105626.66428513058,-1382052.1165047155,1674390.9411487312,-39.53646551529994,-70.3798507274464
64,2022-02-10,-937,2898,105067.4064303035,-1382989.1165047155,1677288.9411487312,-39.50689038666737,-70.3540067160391
65,2022-02-09,-4859,-4789,108049.97277333082,-1387848.1165047155,1672499.9411487312,-39.686043015462985,-70.35942032700446
66,2022-02-08,-7986,2794,106471.50974690811,-1395834.1165047155,1675293.9411487312,-39.80064248996947,-70.29321065926496
67,2022-02-07,-6060,3986,92980.75574375056,-1401894.1165047155,1679279.9411487312,-39.85575682226234,-70.2298398903825
68,2022-02-06,1004,-1521,97361.91538169881,-1400890.1165047155,1677758.9411487312,-39.86110474883598,-70.24637144302875
69,2022-02-05,3640,-4962,95754.83327549574,-1397250.1165047155,1672796.9411487312,-39.87125760118177,-70.30243235555545
70,2022-02-04,6946,-1629,73441.93647466847,-1390304.1165047155,1671167.9411487312,-39.75827602985426,-70.35444599367385
71,2022-02-03,8153,5569,88821.4182276347,-1382151.1165047155,1676736.9411487312,-39.49910165978928,-70.36275902991038
72,2022-02-02,4016,9439,61589.02559604535,-1378135.1165047155,1686175.9411487312,-39.259608265207724,-70.31942425179422
73,2022-02-01,-7228,11255,63730.326064800975,-1385363.1165047155,1697430.9411487312,-39.219702223088596,-70.19811971996923
74,2022-01-31,-10998,6640,53142.49930921458,-1396361.1165047155,1704070.9411487312,-39.33210382714526,-70.08762920697247
75,2022-01-30,-9258,-3812,59598.721559573234,-1405619.1165047155,1700258.9411487312,-39.58084049813877,-70.06078423101162
76,2022-01-29,1122,-10398,57330.64470304981,-1404497.1165047155,1689860.9411487312,-39.73104702481321,-70.14041213990875
77,2022-01-28,8790,-4837,46995.34375908662,-1395707.1165047155,1685023.9411487312,-39.63498862026324,-70.22563441629318
78,2022-01-27,10138,766,40568.91889467342,-1385569.1165047155,1685789.9411487312,-39.417157786611796,-70.2791368484035
79,2022-01-26,6267,8066,41574.999105395764,-1379302.1165047155,1693855.9411487312,-39.155829143267425,-70.25837321043848
80,2022-01-25,-273,1643,50718.43730902452,-1379575.1165047155,1695498.9411487312,-39.13418450120055,-70.24516875340481
81,2022-01-24,-1366,2884,52249.95887468189,-1380941.1165047155,1698382.9411487312,-39.114274776517675,-70.21687711156622
82,2022-01-23,-3037,1423,12945.451612448605,-1383978.1165047155,1699805.9411487312,-39.15240230734069,-70.1893033834201
83,2022-01-22,-3233,3320,9757.505116910374,-1387211.1165047155,1703125.9411487312,-39.163120041212586,-70.1471639011093
84,2022-01-21,829,1501,58633.213871896776,-1386382.1165047155,1704626.9411487312,-39.12164048751982,-70.14131329225044
85,2022-01-20,3635,-1177,4892.712457653165,-1382747.1165047155,1703449.9411487312,-39.06738989777173,-70.17057967686459
86,2022-01-19,10589,-4877,59458.14620419461,-1372158.1165047155,1698572.9411487312,-38.93231647216522,-70.2660098741221
87,2022-01-18,10099,-2428,44878.59885128605,-1362059.1165047155,1696144.9411487312,-38.76558830055849,-70.34108938830144
88,2022-01-17,7415,-974,35761.425714968966,-1354644.1165047155,1695170.9411487312,-38.629032701783125,-70.39033684816674
89,2022-01-16,3628,-3611,29248.972989807626,-1351016.1165047155,1691559.9411487312,-38.61368358503661,-70.43674852307919
90,2022-01-15,3011,-3678,27938.012786960837,-1348005.1165047155,1687881.9411487312,-38.61216124089061,-70.48012039944277
91,2022-01-14,3904,-1764,28011.662411794416,-1344101.1165047155,1686117.9411487312,-38.56035433330633,-70.51491991413278
92,2022-01-13,2751,-838,26804.446404442915,-1341350.1165047155,1685279.9411487312,-38.517027400453365,-70.53653971232603
93,2022-01-12,1868,1535,25991.515992602355,-1339482.1165047155,1686814.9411487312,-38.452721924987095,-70.53618309900615
94,2022-01-11,-494,7372,23737.86093555444,-1339976.1165047155,1694186.9411487312,-38.34138073735527,-70.48066504075051
95,2022-01-10,-1433,5488,17919.619219326967,-1341409.1165047155,1699674.9411487312,-38.28103466244972,-70.43326330373375
96,2022-01-09,-1783,0,15444.695087055366,-1343192.1165047155,1699674.9411487312,-38.31805201576121,-70.42317893197105
97,2022-01-08,191,-3378,16992.680276231276,-1343001.1165047155,1696296.9411487312,-38.36954863934833,-70.4484372880057
98,2022-01-07,5851,-7895,18675.397261534523,-1337150.1165047155,1688401.9411487312,-38.37788463239277,-70.53805854353918
99,2022-01-06,8786,-10641,21274.184016185678,-1328364.1165047155,1677760.9411487312,-38.370355120341216,-70.66392888419368
100,2022-01-05,7386,-3358,29950.372648788616,-1320978.1165047155,1674402.9411487312,-38.27078664457723,-70.72973784284586
101,2022-01-04,8713,3318,30003.69938728362,-1312265.1165047155,1677720.9411487312,-38.03149622110406,-70.7550327106169
102,2022-01-03,3092,4353,33969.840239078585,-1309173.1165047155,1682073.9411487312,-37.893939613795126,-70.74107786197676
103,2022-01-02,-662,4106,31937.89381430551,-1309835.1165047155,1686179.9411487312,-37.84028408077857,-70.70780409739251
104,2022-01-01,777,-791,28312.146345029683,-1309058.1165047155,1685388.9411487312,-37.836837644075935,-70.71785018658106
105,2021-12-31,1130,-1089,29418.34039666889,-1307928.1165047155,1684299.9411487312,-37.830807920661336,-70.73201787367422
106,2021-12-30,-901,1127,30981.028107781716,-1308829.1165047155,1685426.9411487312,-37.83135586149359,-70.71885769290357
107,2021-12-29,3058,2288,29539.332498097046,-1305771.1165047155,1687714.9411487312,-37.728824466135315,-70.71945122596983
108,2021-12-28,3789,2193,30062.92628170357,-1301982.1165047155,1689907.9411487312,-37.61229524377294,-70.72473899843345
109,2021-12-27,-2968,4704,31707.381615023893,-1304950.1165047155,1694611.9411487312,-37.598370781719666,-70.67422338283956
110,2021-12-26,-5389,1475,26703.138142509393,-1310339.1165047155,1696086.9411487312,-37.688454670846,-70.63354343015207
111,2021-12-25,-6403,5393,21326.81236050025,-1316742.1165047155,1701479.9411487312,-37.73558843720696,-70.55888639454793
112,2021-12-24,-3826,9212,13059.877703826434,-1320568.1165047155,1710691.9411487312,-37.66633446862044,-70.47103208375462
113,2021-12-23,-4983,13146,8211.749115290935,-1325551.1165047155,1723837.9411487312,-37.558607917716024,-70.34824349042533
114,2021-12-22,-7086,4386,16346.272860130017,-1332637.1165047155,1728223.9411487312,-37.635892122431684,-70.27706603311033
115,2021-12-21,-10348,-3508,20983.226768468885,-1342985.1165047155,1724715.9411487312,-37.90683339736568,-70.24452160410299
116,2021-12-20,-6803,-6694,22520.811568944773,-1349788.1165047155,1718021.9411487312,-38.155447734139095,-70.25439321303148
117,2021-12-19,1057,-1952,23906.34123097846,-1348731.1165047155,1716069.9411487312,-38.1652859401567,-70.27436431564809
118,2021-12-18,4608,-2190,22149.289065594883,-1344123.1165047155,1713879.9411487312,-38.10558059361025,-70.3160596459779
119,2021-12-17,9169,-8331,17057.994291742063,-1334954.1165047155,1705548.9411487312,-38.05072332330511,-70.42751886961801
120,2021-12-16,8605,-1818,7072.964194493182,-1326349.1165047155,1703730.9411487312,-37.900644214093155,-70.4889133935211
121,2021-12-15,5076,7759,4397.686585263412,-1321273.1165047155,1711489.9411487312,-37.66820103139363,-70.46133676398024
122,2021-12-14,-1638,7024,7907.943350565866,-1322911.1165047155,1718513.9411487312,-37.58905739295655,-70.40144553766324
123,2021-12-13,-12882,3948,12036.829124919022,-1335793.1165047155,1722461.9411487312,-37.794073963013275,-70.30104858963641
124,2021-12-12,-11815,7969,16581.557175597703,-1347608.1165047155,1730430.9411487312,-37.91039713729085,-70.17743061202927
125,2021-12-11,-6258,5918,29868.181951340728,-1353866.1165047155,1736348.9411487312,-37.94425758970351,-70.0996948446277
126,2021-12-10,24,7087,38443.110338667706,-1353842.1165047155,1743435.9411487312,-37.83065346346031,-70.04876028803912
127,2021-12-09,-878,9266,37373.59263793573,-1354720.1165047155,1752701.9411487312,-37.701598591844,-69.97696285342863
128,2021-12-08,-5443,-1562,32272.778182064274,-1360163.1165047155,1751139.9411487312,-37.837563201917874,-69.95779424150206
129,2021-12-07,-6856,-5567,34569.31798364577,-1367019.1165047155,1745572.9411487312,-38.065735789070466,-69.95937714958437
130,2021-12-06,-3093,-6541,32614.421823228462,-1370112.1165047155,1739031.9411487312,-38.23312869988675,-69.98890333358999
131,2021-12-05,3476,-7215,35774.50396417952,-1366636.1165047155,1731816.9411487312,-38.27818144980915,-70.0602904057562
132,2021-12-04,4709,-2832,34725.16372159455,-1361927.1165047155,1728984.9411487312,-38.22762035960117,-70.10721571330326
133,2021-12-03,4484,-5567,36354.06497123164,-1357443.1165047155,1723417.9411487312,-38.22559219297107,-70.17247315838478
134,2021-12-02,-1343,-3905,33177.06465228364,-1358786.1165047155,1719512.9411487312,-38.31634421530609,-70.19286703705012
135,2021-12-01,-8270,491,32765.72800736104,-1367056.1165047155,1720003.9411487312,-38.477615760266275,-70.14246095221712
136,2021-11-30,-3137,32,27110.35407528504,-1370193.1165047155,1720035.9411487312,-38.5410816031268,-70.12439983487411
137,2021-11-29,4305,-1079,24433.52342503313,-1365888.1165047155,1718956.9411487312,-38.470754593033035,-70.15657858114507
138,2021-11-28,4054,-985,27662.18628066852,-1361834.1165047155,1717971.9411487312,-38.40381653887716,-70.18662961567217
139,2021-11-27,-2745,175,30988.663641265004,-1364579.1165047155,1718146.9411487312,-38.45715112091719,-70.16980203629585
140,2021-11-26,-10121,-581,28513.348306953827,-1374700.1165047155,1717565.9411487312,-38.67297364573017,-70.11634639507899
141,2021-11-25,-10057,-4335,19309.85194002095,-1384757.1165047155,1713230.9411487312,-38.9476491768154,-70.0896384958195
142,2021-11-24,-2949,-14216,8768.645519995744,-1387706.1165047155,1699014.9411487312,-39.24095272471673,-70.17339112586001
143,2021-11-23,0,-19728,8387.468962262388,-1387706.1165047155,1679286.9411487312,-39.56917946957043,-70.3125368200406
144,2021-11-22,1293,-11057,27711.16892777916,-1386413.1165047155,1668229.9411487312,-39.72889804524135,-70.39776705831022
145,2021-11-21,4561,-2990,24141.64454591861,-1381852.1165047155,1665239.9411487312,-39.68662131592271,-70.4453500961021
146,2021-11-20,1801,-3379,22787.048985900128,-1380051.1165047155,1661860.9411487312,-39.70709321417653,-70.47957202696234
147,2021-11-19,4525,-9913,20738.124537118278,-1375526.1165047155,1651947.9411487312,-39.78310570821483,-70.5755163592458
148,2021-11-18,16305,-6614,17681.108677610602,-1359221.1165047155,1645333.9411487312,-39.560334625166675,-70.7169167147144
149,2021-11-17,17780,3331,30156.034070173217,-1341441.1165047155,1648664.9411487312,-39.13362786751649,-70.79624309548775
150,2021-11-16,9238,7598,12771.396224359696,-1332203.1165047155,1656262.9411487312,-38.811208028725325,-70.79535974401054
151,2021-11-15,6174,2668,11201.539185496193,-1326029.1165047155,1658930.9411487312,-38.6363056693285,-70.81160121477608
152,2021-11-14,6020,-4401,13760.367910910207,-1320009.1165047155,1654529.9411487312,-38.583397295865694,-70.87722491924293
153,2021-11-13,-4543,-7945,12782.139191597624,-1324552.1165047155,1646584.9411487312,-38.81402697973716,-70.90786821564672
154,2021-11-12,-6138,-10462,4639.769072824575,-1330690.1165047155,1636122.9411487312,-39.12211822067157,-70.94684311600886
155,2021-11-11,-9251,-8028,9526.376228615294,-1339941.1165047155,1628094.9411487312,-39.45477861537458,-70.95008435720088
156,2021-11-10,-5896,-2813,20531.771351175128,-1345837.1165047155,1625281.9411487312,-39.62692471170409,-70.93563797713661
157,2021-11-09,-4388,-4137,26276.405019310812,-1350225.1165047155,1621144.9411487312,-39.790362196099316,-70.93909568226587
158,2021-11-08,-1089,-264,32270.277310805544,-1351314.1165047155,1620880.9411487312,-39.817668572197384,-70.93458805679164
159,2021-11-07,4612,-4833,33190.005846686116,-1346702.1165047155,1616047.9411487312,-39.80547691150977,-70.99536581217252
160,2021-11-06,6123,485,34337.25282861107,-1340579.1165047155,1616532.9411487312,-39.668672851319506,-71.02765433640134
161,2021-11-05,6241,10883,31180.417884790946,-1334338.1165047155,1627415.9411487312,-39.3487430685002,-70.98729822711462
162,2021-11-04,3512,6217,18846.393431484586,-1330826.1165047155,1633632.9411487312,-39.16770905597192,-70.96366927556817
163,2021-11-03,-1605,-202,12006.613822353595,-1332431.1165047155,1633430.9411487312,-39.204999400790506,-70.95584980128397
164,2021-11-02,-1509,4652,12538.944203231102,-1333940.1165047155,1638082.9411487312,-39.156960557710626,-70.91427385680936
165,2021-11-01,2179,-3621,8883.63205335459,-1331761.1165047155,1634461.9411487312,-39.173179998816714,-70.9524236774791
166,2021-10-31,-900,-8530,11371.922219966935,-1332661.1165047155,1625931.9411487312,-39.33904306412037,-71.00745654123851
167,2021-10-30,-678,-2323,19905.26594022453,-1333339.1165047155,1623608.9411487312,-39.393502903497605,-71.01991038884638
168,2021-10-29,2611,3112,22313.892512472616,-1330728.1165047155,1626720.9411487312,-39.28465143046196,-71.0130564962375
169,2021-10-28,-2103,-3942,18862.25077056053,-1332831.1165047155,1622778.9411487312,-39.39716357601373,-71.0286981577899
170,2021-10-27,-1177,-15670,23040.621964646514,-1334008.1165047155,1607108.9411487312,-39.69494644691143,-71.13202867801901
171,2021-10-26,11066,-15214,24270.84435762129,-1322942.1165047155,1591894.9411487312,-39.72822963978293,-71.30315491415703
172,2021-10-25,12276,-2568,11130.805571570567,-1310666.1165047155,1589326.9411487312,-39.51129044215938,-71.3925241981299
173,2021-10-24,4445,12587,20170.517370801732,-1306221.1165047155,1601913.9411487312,-39.19424271757528,-71.32951144395274
174,2021-10-23,-1318,16028,30171.361053572415,-1307539.1165047155,1617941.9411487312,-38.94339630406971,-71.20852091271263
175,2021-10-22,-692,12113,34976.779580308146,-1308231.1165047155,1630054.9411487312,-38.74943802153911,-71.11856618911801
176,2021-10-21,2381,3607,25940.847959729163,-1305850.1165047155,1633661.9411487312,-38.63671667480391,-71.10647041927787
177,2021-10-20,4636,2207,26063.95539262386,-1301214.1165047155,1635868.9411487312,-38.49968263602615,-71.11708850011019
178,2021-10-19,5851,2356,29472.88016776664,-1295363.1165047155,1638224.9411487312,-38.33382355968703,-71.13340412709537
179,2021-10-18,4803,4481,30072.546841532698,-1290560.1165047155,1642705.9411487312,-38.15426317942487,-71.12842505551133
180,2021-10-17,6433,6859,24428.196160939973,-1284127.1165047155,1649564.9411487312,-37.89947761696842,-71.1152969916401
181,2021-10-16,13709,2827,18020.540416680622,-1270418.1165047155,1652391.9411487312,-37.55437270609869,-71.17138408789111
182,2021-10-15,10588,6881,7279.54738600262,-1259830.1165047155,1659272.9411487312,-37.20817977800917,-71.18013888801065
183,2021-10-14,759,14202,14523.195119654312,-1259071.1165047155,1673474.9411487312,-36.95667828504071,-71.081024813453
184,2021-10-13,240,9784,28125.64577630856,-1258831.1165047155,1683258.9411487312,-36.79110643135345,-71.0109783266091
185,2021-10-12,-4656,-5834,26181.81438547404,-1263487.1165047155,1677424.9411487312,-36.98816311519993,-71.02803854605469
186,2021-10-11,-10834,-8442,31198.483753405388,-1274321.1165047155,1668982.9411487312,-37.362875552454476,-71.02967922905229
187,2021-10-10,-8924,3248,24005.920327353215,-1283245.1165047155,1672230.9411487312,-37.50209578995225,-70.95670409538461
188,2021-10-09,-6393,13639,30903.751102589827,-1289638.1165047155,1685869.9411487312,-37.4148654371495,-70.82251462426112
189,2021-10-08,-9254,14591,33054.43767320408,-1298892.1165047155,1700460.9411487312,-37.37429454789455,-70.66551657966475
190,2021-10-07,-12730,9457,30210.42106737717,-1311622.1165047155,1709917.9411487312,-37.490633364648694,-70.52641097141336
191,2021-10-06,-10743,6207,16743.66312499418,-1322365.1165047155,1716124.9411487312,-37.616154745936065,-70.4217586358641
192,2021-10-05,-2580,1918,10250.416557191262,-1324945.1165047155,1718042.9411487312,-37.63920873778802,-70.39352102527593
193,2021-10-04,4008,1764,10838.476097441173,-1320937.1165047155,1719806.9411487312,-37.52689001694734,-70.40307243694728
194,2021-10-03,2837,6024,14119.083944167342,-1318100.1165047155,1725830.9411487312,-37.37071336913275,-70.37517000907134
195,2021-10-02,-1173,7974,20754.260374156434,-1319273.1165047155,1733804.9411487312,-37.26794448287296,-70.3108018437337
196,2021-10-01,-757,130,27585.08246962596,-1320030.1165047155,1733934.9411487312,-37.281713769254374,-70.30567306313297
197,2021-09-30,-3563,-9511,27473.00569909423,-1323593.1165047155,1724423.9411487312,-37.50828237947073,-70.35488925340822
198,2021-09-29,-7623,-2927,17341.532619265676,-1331216.1165047155,1721496.9411487312,-37.71441738150795,-70.33359034508295
199,2021-09-28,231,-1525,14107.858872839792,-1330985.1165047155,1719971.9411487312,-37.7341800448062,-70.34588938593302
200,2021-09-27,-3213,-8840,12568.97348179545,-1334198.1165047155,1711131.9411487312,-37.94413683113112,-70.39161557158295
201,2021-09-26,-11026,-3103,6888.006454592493,-1345224.1165047155,1708028.9411487312,-38.223565077190955,-70.35183696576154
202,2021-09-25,-3581,-393,17007.39720856428,-1348805.1165047155,1707635.9411487312,-38.304039890736696,-70.33441306453625
203,2021-09-24,10430,-3073,20585.561178219697,-1338375.1165047155,1704562.9411487312,-38.1380111061397,-70.41533927550213
204,2021-09-23,10731,2991,10632.154243370913,-1327644.1165047155,1707553.9411487312,-37.86550337846885,-70.45412347845892
205,2021-09-22,-1046,5953,596.6103163032077,-1328690.1165047155,1713506.9411487312,-37.790769063626946,-70.40536047195828
206,2021-09-21,-2580,-547,5815.034993940856,-1331270.1165047155,1712959.9411487312,-37.85346828110414,-70.3948654842793
207,2021-09-20,2138,-8356,6070.982946854395,-1329132.1165047155,1704603.9411487312,-37.94463831912314,-70.46702178872658
208,2021-09-19,5292,-6962,3238.2277888870162,-1323840.1165047155,1697641.9411487312,-37.947502929075895,-70.5468101492807
209,2021-09-18,5639,-4594,10980.252039674222,-1318201.1165047155,1693047.9411487312,-37.90419838936545,-70.61149417908939
210,2021-09-17,4902,-15188,17758.83276617597,-1313299.1165047155,1677859.9411487312,-38.05109432529674,-70.74822228748008
211,2021-09-16,8054,-13722,33372.252454219386,-1305245.1165047155,1664137.9411487312,-38.108405837117374,-70.89203817409387
212,2021-09-15,6982,-421,30239.43662917117,-1298263.1165047155,1663716.9411487312,-37.966302943679786,-70.93429354580624
213,2021-09-14,3128,-647,35781.1870330414,-1295135.1165047155,1663069.9411487312,-37.91009136679413,-70.9564829328112
214,2021-09-13,-384,4775,33259.20096774204,-1295519.1165047155,1667844.9411487312,-37.83871451935422,-70.91996284804964
215,2021-09-12,372,8582,36209.67983728964,-1295147.1165047155,1676426.9411487312,-37.688382922159064,-70.86017010206153
216,2021-09-11,2851,2543,41625.70909001502,-1292296.1165047155,1678969.9411487312,-37.585327719212415,-70.85768205167356
217,2021-09-10,4673,1505,39851.01615979333,-1287623.1165047155,1680474.9411487312,-37.46026427335345,-70.87275320863331
218,2021-09-09,2271,2713,35687.62357378345,-1285352.1165047155,1683187.9411487312,-37.36685427887857,-70.86568472323277
219,2021-09-08,-1177,4446,32151.541959976923,-1286529.1165047155,1687633.9411487312,-37.31925624477373,-70.82693749194414
220,2021-09-07,1356,611,29594.681745132435,-1285173.1165047155,1688244.9411487312,-37.28013267767245,-70.8299989569911
221,2021-09-06,2308,384,28208.501687347067,-1282865.1165047155,1688628.9411487312,-37.22423186235795,-70.839952985552
222,2021-09-05,1199,-5234,26367.0533355606,-1281666.1165047155,1683394.9411487312,-37.28412008174746,-70.8845656959015
223,2021-09-04,5475,-15278,29852.884505758902,-1276191.1165047155,1668116.9411487312,-37.417757854979186,-71.02559920749596
224,2021-09-03,8716,-4852,23893.565085644797,-1267475.1165047155,1663264.9411487312,-37.30886584122622,-71.10898229085073
225,2021-09-02,5641,2321,16977.7623893923,-1261834.1165047155,1665585.9411487312,-37.147267745192124,-71.12324660806853
226,2021-09-01,5762,3456,19798.639783705225,-1256072.1165047155,1669041.9411487312,-36.964048348161356,-71.12975621263767
227,2021-08-31,7141,4943,24958.295224716556,-1248931.1165047155,1673984.9411487312,-36.725980761386836,-71.13273202866776
228,2021-08-30,2383,2818,32718.14352608993,-1246548.1165047155,1676802.9411487312,-36.62739449364157,-71.12510424223312
