,date,dx,dy,distance,x,y,lon,lat
29,2022-03-12,4079,-5868,15815.02978214496,-1121300.5447804562,1837217.0043517007,-31.39678482007481,-70.55075119877326
30,2022-03-11,3055,-3668,45608.02300239924,-1118245.5447804562,1833549.0043517007,-31.37819530433188,-70.59383658053142
31,2022-03-10,-3022,-2983,20311.29771815426,-1121267.5447804562,1830566.0043517007,-31.488513319194233,-70.60267934048076
32,2022-03-09,3153,369,45749.56999751103,-1118114.5447804562,1830935.0043517007,-31.411558498023965,-70.61481595252539
33,2022-03-08,5343,-10979,20705.9849658356,-1112771.5447804562,1819956.0043517007,-31.442771436752565,-70.72569234737473
34,2022-03-07,6433,-10321,40002.51071623518,-1106338.5447804562,1809635.0043517007,-31.439949272972115,-70.83661339883452
35,2022-03-06,7922,-12015,39800.44240795658,-1098416.5447804562,1797620.0043517007,-31.426571568316163,-70.967776815459
36,2022-03-05,8188,-14616,32956.32416962507,-1090228.5447804562,1783004.0043517007,-31.443952086260154,-71.12041171367699
37,2022-03-04,4343,-10389,16988.325821350492,-1085885.5447804562,1772615.0043517007,-31.49120305772942,-71.22185334913455
38,2022-03-03,1469,-9683,9414.805509075082,-1084416.5447804562,1762932.0043517007,-31.596546775882608,-71.30407267346496
39,2022-03-02,4191,-7420,52594.47278860883,-1080225.5447804562,1755512.0043517007,-31.6053826581775,-71.38168103218653
40,2022-03-01,5500,216,17909.525546041124,-1074725.5447804562,1755728.0043517007,-31.47185523000395,-71.40621994340002
41,2022-02-28,3582,8546,44959.80231961003,-1071143.5447804562,1764274.0043517007,-31.263190322130345,-71.35671445317611
42,2022-02-27,2459,5332,10249.960093337,-1068684.5447804562,1769606.0043517007,-31.128240079113816,-71.32675549813553
43,2022-02-26,1833,-2764,8512.14810268609,-1066851.5447804562,1766842.0043517007,-31.124347923886543,-71.35695369943807
44,2022-02-25,2371,-4203,11442.716878086347,-1064480.5447804562,1762639.0043517007,-31.128322205893472,-71.40091024162113
45,2022-02-24,3537,-1038,15870.00495981877,-1060943.5447804562,1761601.0043517007,-31.058914856762073,-71.42565529702277
46,2022-02-23,3351,-642,53302.2756843707,-1057592.5447804562,1760959.0043517007,-30.98808447883054,-71.44640594498044
47,2022-02-22,4241,-2129,65763.20207715052,-1053351.5447804562,1758830.0043517007,-30.917110269415247,-71.48291783267607
48,2022-02-21,3678,-3490,53589.5545011009,-1049673.5447804562,1755340.0043517007,-30.878948162187655,-71.52741203807886
49,2022-02-20,-698,-3321,56362.12700236275,-1050371.5447804562,1752019.0043517007,-30.94355694341795,-71.55010476074806
50,2022-02-19,379,-5567,54282.6172697446,-1049992.5447804562,1746452.0043517007,-31.014901747497735,-71.59536514907687
51,2022-02-18,6280,-5483,101821.47613924561,-1043712.5447804562,1740969.0043517007,-30.942726641316188,-71.66763534874282
52,2022-02-17,5601,-3870,96209.86990886387,-1038111.5447804562,1737099.0043517007,-30.863054017747945,-71.72408472760307
53,2022-02-16,7447,-456,90422.12473543726,-1030664.5447804562,1736643.0043517007,-30.6883239199103,-71.76235993584194
54,2022-02-15,5232,1355,88874.93016718497,-1025432.5447804562,1737998.0043517007,-30.54094041255475,-71.77600656906849
55,2022-02-14,6924,-3080,89441.72178885009,-1018508.5447804562,1734918.0043517007,-30.415676924983305,-71.83216642398082
56,2022-02-13,11131,2433,85813.82397046393,-1007377.5447804562,1737351.0043517007,-30.106673991882285,-71.86411277283956
57,2022-02-12,10431,8999,88488.76353445262,-996946.5447804562,1746350.0043517007,-29.720940535906955,-71.8404510342606
58,2022-02-11,5554,7536,57115.51522287389,-991392.5447804562,1753886.0043517007,-29.477514925564492,-71.80575900640211
59,2022-02-10,2843,-279,57939.75179716783,-988549.5447804562,1753607.0043517007,-29.41097944622786,-71.82069975714555
60,2022-02-09,-1489,-1840,55797.33332363605,-990038.5447804562,1751767.0043517007,-29.473642351410636,-71.82862715158
61,2022-02-08,-5046,4073,55476.47288621462,-995084.5447804562,1755840.0043517007,-29.541463192245214,-71.7737084783886
62,2022-02-07,-1390,3863,61922.07220076599,-996474.5447804562,1759703.0043517007,-29.521761652922297,-71.73685467178854
63,2022-02-06,2615,-1835,51354.789794076714,-993859.5447804562,1757868.0043517007,-29.482853995250718,-71.76313031086059
64,2022-02-05,3693,-4376,25292.056655519325,-990166.5447804562,1753492.0043517007,-29.452664267044256,-71.81437550685914
65,2022-02-04,3323,-1397,48385.160466112786,-986843.5447804562,1752095.0043517007,-29.38979139412532,-71.84032346717827
66,2022-02-03,1699,5789,42580.90450170109,-985144.5447804562,1757884.0043517007,-29.26692385922023,-71.80193807750844
67,2022-02-02,2783,8340,38315.889728920316,-982361.5447804562,1766224.0043517007,-29.082508438680872,-71.74797109361978
68,2022-02-01,-2435,8289,32826.70064709775,-984796.5447804562,1774513.0043517007,-29.028838689971433,-71.67119955573854
69,2022-01-31,-5498,3336,70832.72771875258,-990294.5447804562,1777849.0043517007,-29.118609939710442,-71.62030190550726
70,2022-01-30,-1120,-1780,76446.91281800104,-991414.5447804562,1776069.0043517007,-29.170570305953273,-71.62949532777222
71,2022-01-29,9458,-7778,75513.32979164153,-981956.5447804562,1768291.0043517007,-29.044021976671484,-71.73330683058944
72,2022-01-28,10022,-7117,64009.70588576124,-971934.5447804562,1761174.0043517007,-28.89287482497094,-71.83422514164472
73,2022-01-27,5233,-3668,25125.31349642705,-966701.5447804562,1757506.0043517007,-28.812626913770444,-71.88647883470378
74,2022-01-26,2030,1439,23355.09950093427,-964671.5447804562,1758945.0043517007,-28.742019060887717,-71.8838923882897
75,2022-01-25,-1434,3905,20917.66212150511,-966105.5447804562,1762850.0043517007,-28.724334535763898,-71.84643165011849
76,2022-01-24,-1694,812,19356.162345557437,-967799.5447804562,1763662.0043517007,-28.755529182146375,-71.83252973860122
77,2022-01-23,-1884,660,20299.965903523644,-969683.5447804562,1764322.0043517007,-28.793498698796654,-71.81900197117916
78,2022-01-22,-1538,520,21606.492149581085,-971221.5447804562,1764842.0043517007,-28.824711184659115,-71.80810237550966
79,2022-01-21,-955,1856,22755.319914146963,-972176.5447804562,1766698.0043517007,-28.82305862052737,-71.78909971045573
80,2022-01-20,4933,4085,22938.177045822893,-967243.5447804562,1770783.0043517007,-28.644410442346388,-71.77807481697755
81,2022-01-19,12861,-855,17062.31611010083,-954382.5447804562,1769928.0043517007,-28.334483279992437,-71.84078972511855
82,2022-01-18,5821,1801,5872.48125249255,-948561.5447804562,1771729.0043517007,-28.164039445776893,-71.85143239922157
83,2022-01-17,-1446,3774,3334.169218274942,-950007.5447804562,1775503.0043517007,-28.14962717677648,-71.81491538114877
84,2022-01-16,714,-1869,1243.7621588360764,-949293.5447804562,1773634.0043517007,-28.156810207826872,-71.8329910614653
85,2022-01-15,4530,-2155,1482.458204625448,-944763.5447804562,1771479.0043517007,-28.071850924414075,-71.86974105180354
86,2022-01-14,3121,-429,6493.982209216467,-941642.5447804562,1771050.0043517007,-27.998954669790802,-71.88654791517644
87,2022-01-13,1900,-2091,9530.137883388754,-939742.5447804562,1768959.0043517007,-27.979046822273464,-71.91148183573743
88,2022-01-12,3191,-2132,12111.885815798043,-936551.5447804562,1766827.0043517007,-27.92696266526732,-71.94225105868696
89,2022-01-11,1569,-366,15927.253734944183,-934982.5447804562,1766461.0043517007,-27.892135638215564,-71.95188341345373
90,2022-01-10,2643,1487,17486.92589689665,-932339.5447804562,1767948.0043517007,-27.805231397572875,-71.95115372491098
91,2022-01-09,-4,-568,19333.46037535569,-932343.5447804562,1767380.0043517007,-27.812929955303055,-71.95571137565538
92,2022-01-08,810,-1637,19526.399644559147,-931533.5447804562,1765743.0043517007,-27.814289637583688,-71.97233628862726
93,2022-01-07,6366,-1378,20906.868321380312,-925167.5447804562,1764365.0043517007,-27.670849276360585,-72.01042265762615
94,2022-01-06,6240,-6590,27307.472694311768,-918927.5447804562,1757775.0043517007,-27.599615494877764,-72.08992714875086
95,2022-01-05,3165,-4827,35738.12830419695,-915762.5447804562,1752948.0043517007,-27.583144602730577,-72.14221741457418
96,2022-01-04,7136,-2052,35850.523838940724,-908626.5447804562,1750896.0043517007,-27.427031516107263,-72.18878491734186
97,2022-01-03,11690,-7730,32057.352287521506,-896936.5447804562,1743166.0043517007,-27.227837941570705,-72.30013727357209
98,2022-01-02,6292,-3992,31669.480630208625,-890644.5447804562,1739174.0043517007,-27.1173391178719,-72.35860872286685
99,2022-01-01,7689,-6977,26541.083961387387,-882955.5447804562,1732197.0043517007,-27.00937617227656,-72.44698189697961
100,2021-12-31,2850,-3731,20109.376631595747,-880105.5447804562,1728466.0043517007,-26.98442198013313,-72.48900349001521
101,2021-12-30,3536,-40,17625.436074277546,-876569.5447804562,1728426.0043517007,-26.891799939835995,-72.50390343707025
102,2021-12-29,5724,451,19452.739685494304,-870845.5447804562,1728877.0043517007,-26.734665124276052,-72.52373384428452
103,2021-12-28,3885,1715,23610.603145699784,-866960.5447804562,1730592.0043517007,-26.60912144602447,-72.52565719090052
104,2021-12-27,1194,-1522,27655.444801481153,-865766.5447804562,1729070.0043517007,-26.59768934121467,-72.54290361025035
105,2021-12-26,-2182,-4220,27653.969978690486,-867948.5447804562,1724850.0043517007,-26.711647170104126,-72.56831150898448
106,2021-12-25,-1405,1262,23498.39350697456,-869353.5447804562,1726112.0043517007,-26.732037230881613,-72.55230812070059
107,2021-12-24,6259,3504,23014.222788345014,-863094.5447804562,1729616.0043517007,-26.519624782127853,-72.54932972187663
108,2021-12-23,380,6511,30154.950729834785,-862714.5447804562,1736127.0043517007,-26.423655890067295,-72.49784156897014
109,2021-12-22,-3736,2312,34502.39642671016,-866450.5447804562,1738439.0043517007,-26.49199684352687,-72.46386234231927
110,2021-12-21,-3041,4700,33587.81279634179,-869491.5447804562,1743139.0043517007,-26.510384303096526,-72.41324074760476
111,2021-12-20,-10853,8974,35626.64856606988,-880344.5447804562,1752113.0043517007,-26.677119817462533,-72.29599746393346
112,2021-12-19,-8805,16858,23993.401134314372,-889149.5447804562,1768971.0043517007,-26.685775837057246,-72.12290116053109
113,2021-12-18,4105,13369,6261.081516280445,-885044.5447804562,1782340.0043517007,-26.407305696269226,-72.03072349712369
114,2021-12-17,10786,7611,7729.884677968288,-874258.5447804562,1789951.0043517007,-26.03208431488289,-72.0119451825251
115,2021-12-16,9459,7413,19966.462648163884,-864799.5447804562,1797364.0043517007,-25.694478056571494,-71.98877979683292
116,2021-12-15,4854,8324,31861.940653456695,-859945.5447804562,1805688.0043517007,-25.465779323876042,-71.93949853380262
117,2021-12-14,411,8739,41238.054032710024,-859534.5447804562,1814427.0043517007,-25.347958632090773,-71.86922176372795
118,2021-12-13,-9039,16188,35563.09653983108,-868573.5447804562,1830615.0043517007,-25.382978458243688,-71.70073269308983
119,2021-12-12,-4535,15008,19451.58666033384,-873108.5447804562,1845623.0043517007,-25.31741822596995,-71.55949131911677
120,2021-12-11,-1445,4881,16187.007861567778,-874553.5447804562,1850504.0043517007,-25.295553548943452,-71.513661013705
121,2021-12-10,1568,3506,18189.564675554393,-872985.5447804562,1854010.0043517007,-25.214031958168615,-71.49086518382927
122,2021-12-09,3145,1698,21863.2893882641,-869840.5447804562,1855708.0043517007,-25.11426324966947,-71.48904695052444
123,2021-12-08,1094,-1988,25210.28313194666,-868746.5447804562,1853720.0043517007,-25.11015412361705,-71.50967855129106
124,2021-12-07,-2993,-4413,24580.765166235324,-871739.5447804562,1849307.0043517007,-25.238587159331903,-71.53446707167643
125,2021-12-06,-1298,-6358,19434.367870758233,-873037.5447804562,1842949.0043517007,-25.34774261403608,-71.58178685727019
126,2021-12-05,3000,-6019,15026.11171211635,-870037.5447804562,1836930.0043517007,-25.343954626963267,-71.64304067906347
127,2021-12-04,2334,-2688,16860.64564050869,-867703.5447804562,1834242.0043517007,-25.31688240392406,-71.67426871165985
128,2021-12-03,2077,-1022,19411.366579760044,-865626.5447804562,1833220.0043517007,-25.27617152300772,-71.69076977593221
129,2021-12-02,353,3177,21629.127229412206,-865273.5447804562,1836397.0043517007,-25.22887585069274,-71.66596756527191
130,2021-12-01,-3608,5483,21636.175384101716,-868881.5447804562,1841880.0043517007,-25.254950208738748,-71.60677275803829
131,2021-11-30,1433,2594,18627.54389659695,-867448.5447804562,1844474.0043517007,-25.187408837792486,-71.59095678640573
132,2021-11-29,4820,3688,20783.950251268812,-862628.5447804562,1848162.0043517007,-25.020786883896374,-71.57916195016105
133,2021-11-28,1721,4500,26652.537658638143,-860907.5447804562,1852662.0043517007,-24.92367033405069,-71.54861666825244
134,2021-11-27,-1137,1256,30269.91420215064,-862044.5447804562,1853918.0043517007,-24.937733244681464,-71.53387319401837
135,2021-11-26,-3633,-4052,29983.67664756803,-865677.5447804562,1849866.0043517007,-25.078075996613226,-71.55333660265644
136,2021-11-25,-951,-9284,24741.07560294962,-866628.5447804562,1840582.0043517007,-25.213159375674056,-71.62621895607477
137,2021-11-24,-7752,-7504,20557.8969539997,-874380.5447804562,1833078.0043517007,-25.501201538912337,-71.65774865221475
138,2021-11-23,-18620,-6206,13160.007085091656,-893000.5447804562,1826872.0043517007,-26.050030413345922,-71.63489869079284
139,2021-11-22,-9494,-8893,11948.164501383322,-902494.5447804562,1817979.0043517007,-26.401060201606306,-71.66935168647566
140,2021-11-21,4448,-2097,24709.632226176596,-898046.5447804562,1815882.0043517007,-26.31475062421906,-71.70445585200964
141,2021-11-20,0,2871,24007.638295024837,-898046.5447804562,1818753.0043517007,-26.278800127354433,-71.68101061564829
142,2021-11-19,0,3947,21506.415075730536,-898046.5447804562,1822700.0043517007,-26.2295247261486,-71.64876541739513
143,2021-11-18,9232,3898,18246.375205374843,-888814.5447804562,1826598.0043517007,-25.947350401148014,-71.65385748967782
144,2021-11-17,14009,11516,10718.435265458673,-874805.5447804562,1838114.0043517007,-25.450973604997827,-71.61466806970866
145,2021-11-16,12341,11518,12130.180974655434,-862464.5447804562,1849632.0043517007,-24.999159734878383,-71.56765703886931
146,2021-11-15,6845,5569,27439.02318892715,-855619.5447804562,1855201.0043517007,-24.759173022511995,-71.54786462884422
147,2021-11-14,3282,-3503,36115.68859434728,-852337.5447804562,1851698.0043517007,-24.716639759713072,-71.58936242515195
148,2021-11-13,-3083,-6453,31754.31808128613,-855420.5447804562,1845245.0043517007,-24.87154350789874,-71.63095199594947
149,2021-11-12,-5128,-5166,32484.214233130857,-860548.5447804562,1840079.0043517007,-25.06405086871699,-71.65389566138595
150,2021-11-11,-9320,-695,26511.315429543498,-869868.5447804562,1839384.0043517007,-25.31007410449593,-71.62349292009169
151,2021-11-10,-834,492,17175.060534759352,-870702.5447804562,1839876.0043517007,-25.325375595610193,-71.61619236493578
152,2021-11-09,-3063,-5674,16423.209079421344,-873765.5447804562,1834202.0043517007,-25.47190064492932,-71.65091674599554
153,2021-11-08,-1929,-3009,13456.716478675058,-875694.5447804562,1831193.0043517007,-25.55758641200335,-71.66808455424699
154,2021-11-07,1842,-5958,12684.623210829668,-873852.5447804562,1825235.0043517007,-25.58331255987071,-71.72428151076772
155,2021-11-06,2589,-1378,17662.54871305945,-871263.5447804562,1823857.0043517007,-25.53398656393451,-71.74577849172826
156,2021-11-05,8830,10242,20516.592597721225,-862433.5447804562,1834099.0043517007,-25.183937879130713,-71.69592433206671
157,2021-11-04,11325,14995,24652.01098148433,-851108.5447804562,1849094.0043517007,-24.715863048790492,-71.61559319731705
158,2021-11-03,7455,13751,29560.63883835038,-843653.5447804562,1862845.0043517007,-24.365033125359997,-71.52984061604785
159,2021-11-02,2621,7652,31996.576558306075,-841032.5447804562,1870497.0043517007,-24.21013829328927,-71.47611394388737
160,2021-11-01,1131,1931,34254.085574673794,-839901.5447804562,1872428.0043517007,-24.159229826459942,-71.4642853428262
161,2021-10-31,-4351,1778,32016.580029143748,-844252.5447804562,1874206.0043517007,-24.24960101775144,-71.43325360486944
162,2021-10-30,-2491,3812,33091.27326816467,-846743.5447804562,1878018.0043517007,-24.26922463321974,-71.39225776739958
163,2021-10-29,553,-427,32026.059251222294,-846190.5447804562,1877591.0043517007,-24.260082164129788,-71.39787608021693
164,2021-10-28,-5299,-1901,31917.385359247135,-851489.5447804562,1875690.0043517007,-24.416181612551572,-71.39375920390957
165,2021-10-27,-7589,-277,37121.97940129743,-859078.5447804562,1875413.0043517007,-24.611299721998133,-71.36736146414118
166,2021-10-26,9241,-1192,36089.06734484433,-849837.5447804562,1874221.0043517007,-24.391206594352383,-71.41216946748719
167,2021-10-25,22075,13469,36881.983056489,-827762.5447804562,1887690.0043517007,-23.6777176881655,-71.38200209821544
168,2021-10-24,7270,12819,12894.38098702057,-820492.5447804562,1900509.0043517007,-23.350945291995995,-71.30131195540714
169,2021-10-23,-1719,3615,2837.6243000296554,-822211.5447804562,1904124.0043517007,-23.354960731378643,-71.26485275915303
170,2021-10-22,-559,-8867,4479.814664073392,-822770.5447804562,1895257.0043517007,-23.466669019573164,-71.33698951043637
171,2021-10-21,2718,-10169,4527.84121102521,-820052.5447804562,1885088.0043517007,-23.510043697670927,-71.43185184363749
172,2021-10-20,5485,-4151,15013.55134185107,-814567.5447804562,1880937.0043517007,-23.415736472838677,-71.48644737005635
173,2021-10-19,6625,-1003,20721.919489365737,-807942.5447804562,1879934.0043517007,-23.256667337803087,-71.51874969358951
174,2021-10-18,8800,3910,25036.636862564308,-799142.5447804562,1883844.0043517007,-22.987067102637525,-71.51747175537979
175,2021-10-17,17927,9284,28871.587017455997,-781215.5447804562,1893128.0043517007,-22.423912585246786,-71.50248559669225
176,2021-10-16,28647,12906,22279.520172382185,-752568.5447804562,1906034.0043517007,-21.545831428622783,-71.49115823180298
177,2021-10-15,26842,18406,9472.17265938183,-725726.5447804562,1924440.0043517007,-20.66198637599202,-71.42275521021143
178,2021-10-14,9170,13975,37179.08047077679,-716556.5447804562,1938415.0043517007,-20.287390425101407,-71.33267719686141
179,2021-10-13,3039,1473,31577.078632269273,-713517.5447804562,1939888.0043517007,-20.194217698623884,-71.32966383402703
180,2021-10-12,3495,2164,28542.141610340117,-710022.5447804562,1942052.0043517007,-20.082629074562476,-71.32211400489712
181,2021-10-11,-422,10206,24765.19901391786,-710444.5447804562,1952258.0043517007,-19.99690931602965,-71.23340764438052
182,2021-10-10,-4128,17459,17492.621950970726,-714572.5447804562,1969717.0043517007,-19.93972319241136,-71.0709699977793
183,2021-10-09,-4635,17194,19385.799615723154,-719207.5447804562,1986911.0043517007,-19.898873137685307,-70.90917460108209
184,2021-10-08,-5388,7332,33155.3856115929,-724595.5447804562,1994243.0043517007,-19.968292880018495,-70.82956279298119
185,2021-10-07,-5750,-1362,41715.54395020227,-730345.5447804562,1992881.0043517007,-20.126736109577443,-70.82325501770401
186,2021-10-06,-3607,-10724,42304.85655447051,-733952.5447804562,1982157.0043517007,-20.31856944224601,-70.90365595350339
187,2021-10-05,-874,-12225,32455.39515827731,-734826.5447804562,1969932.0043517007,-20.456585388021526,-71.005370892124
188,2021-10-04,1528,-5173,25917.763328929213,-733298.5447804562,1964759.0043517007,-20.466866527214307,-71.05443034296847
189,2021-10-03,4776,-492,26397.80738205386,-728522.5447804562,1964267.0043517007,-20.349199633001263,-71.07381808351386
190,2021-10-02,3856,-4200,31119.33477369219,-724666.5447804562,1960067.0043517007,-20.290118949123894,-71.12193260672032
191,2021-10-01,-293,-6763,28326.398074366512,-724959.5447804562,1953304.0043517007,-20.3621698533851,-71.17881698698159
192,2021-09-30,-2711,160,30023.808570436027,-727670.5447804562,1953464.0043517007,-20.430496344221222,-71.16883732269987
193,2021-09-29,-2741,4508,32561.32872576039,-730411.5447804562,1957972.0043517007,-20.45777563655232,-71.121602958753
194,2021-09-28,1102,3555,29474.23232239226,-729309.5447804562,1961527.0043517007,-20.39548847949975,-71.09473793860526
195,2021-09-27,-1415,5391,30274.366381993837,-730724.5447804562,1966918.0043517007,-20.380402843044347,-71.04417283157153
196,2021-09-26,-7409,6632,29228.339824666306,-738133.5447804562,1973550.0043517007,-20.50645500015005,-70.96391592026535
197,2021-09-25,3644,-6294,24243.52603474759,-734489.5447804562,1967256.0043517007,-20.473488671194456,-71.02930427565853
198,2021-09-24,8960,-784,25583.225348446365,-725529.5447804562,1966472.0043517007,-20.251531587545088,-71.06443079332931
199,2021-09-23,3171,4685,29292.75514053493,-722358.5447804562,1971157.0043517007,-20.12607885836646,-71.03431823715856
200,2021-09-22,-2045,-4878,27209.73902692176,-724403.5447804562,1966279.0043517007,-20.22447366193145,-71.06963290498798
201,2021-09-21,-28,-5072,28151.452946643225,-724431.5447804562,1961207.0043517007,-20.273244753062528,-71.1129268933739
202,2021-09-20,2248,-7318,28005.38526707258,-722183.5447804562,1953889.0043517007,-20.28498762843868,-71.1826052567099
203,2021-09-19,8215,-414,27206.958428666305,-713968.5447804562,1953475.0043517007,-20.076670590575027,-71.2119806259636
204,2021-09-18,5859,9516,19818.442449447455,-708109.5447804562,1962991.0043517007,-19.835889760563656,-71.14867387342008
205,2021-09-17,-737,9662,11641.079983770784,-708846.5447804562,1972653.0043517007,-19.765223263670254,-71.06352165835807
206,2021-09-16,2185,5570,15831.736520195156,-706661.5447804562,1978223.0043517007,-19.65776250187051,-71.0224328599803
207,2021-09-15,6963,15406,18502.52263001258,-699698.5447804562,1993629.0043517007,-19.339404096290426,-70.91120340135039
208,2021-09-14,-1750,9972,31017.35340627431,-701448.5447804562,2003601.0043517007,-19.29484042176962,-70.82010185908749
209,2021-09-13,-1428,13749,21671.643756064175,-702876.5447804562,2017350.0043517007,-19.209142178093593,-70.69741319224046
210,2021-09-12,-503,3123,10004.068567028435,-703379.5447804562,2020473.0043517007,-19.19434487736132,-70.66900037344323
211,2021-09-11,-303,-8244,8486.37121499943,-703682.5447804562,2012229.0043517007,-19.274885682520814,-70.73909299741952
212,2021-09-10,-89,-1638,14560.02725296183,-703771.5447804562,2010591.0043517007,-19.291688574839785,-70.7529274587773
213,2021-09-09,1172,4083,16014.5191566255,-702599.5447804562,2014674.0043517007,-19.225760846172328,-70.72129471153652
214,2021-09-08,-1259,-4909,11919.514244689335,-703858.5447804562,2009765.0043517007,-19.301240501138818,-70.75977608763921
215,2021-09-07,1791,-11978,16780.833612211372,-702067.5447804562,1997787.0043517007,-19.362628830678524,-70.86826848569568
216,2021-09-06,6684,-5315,27466.204581544258,-695383.5447804562,1992472.0043517007,-19.239264538425832,-70.93416006311895
217,2021-09-05,4855,-3078,29711.792476186085,-690528.5447804562,1989394.0043517007,-19.142141953216974,-70.97521959561936
218,2021-09-04,7419,-12032,27269.130183466237,-683109.5447804562,1977362.0043517007,-19.058244305108005,-71.10101529516984
219,2021-09-03,9917,-9753,19777.356856822404,-673192.5447804562,1967609.0043517007,-18.887733543960792,-71.21448384742669
220,2021-09-02,8235,1235,23773.4254660317,-664957.5447804562,1968844.0043517007,-18.661887149927797,-71.22798451878634
221,2021-09-01,8519,7646,32090.95642019934,-656438.5447804562,1976490.0043517007,-18.372533598652307,-71.18655938249216
222,2021-08-31,2041,10693,26632.775688621277,-654397.5447804562,1987183.0043517007,-18.227187028901994,-71.09985334495939
223,2021-08-30,5621,16489,31874.894959681926,-648776.5447804562,2003672.0043517007,-17.941630964574845,-70.97285050475345
224,2021-08-29,7094,16597,26685.426450260224,-641682.5447804562,2020269.0043517007,-17.62101012710072,-70.84848559649345
225,2021-08-28,4380,2926,10067.277735466474,-637302.5447804562,2023195.0043517007,-17.484327321326287,-70.8350897275595
226,2021-08-27,2946,-3367,4845.880463418501,-634356.5447804562,2019828.0043517007,-17.43565948441306,-70.8724428964535
227,2021-08-26,1016,-2929,5460.793098759166,-633340.5447804562,2016899.0043517007,-17.43317443578303,-70.90070273333603
228,2021-08-25,1520,-3874,8189.20065223119,-631820.5447804562,2013025.0043517007,-17.42531111370118,-70.93855956719642
229,2021-08-24,1734,-4596,12090.245119833935,-630086.5447804562,2008429.0043517007,-17.41774148647483,-70.98327951760533
230,2021-08-23,-718,-5977,16869.033485890628,-630804.5447804562,2002452.0043517007,-17.485264532442116,-71.03330503855199
231,2021-08-22,777,-5871,22711.556449198208,-630027.5447804562,1996581.0043517007,-17.51325815094292,-71.08648474474224
232,2021-08-21,1432,-2960,28629.59671267457,-628595.5447804562,1993621.0043517007,-17.500241975341208,-71.11614712988299
